fb_code;Class;Order;Family;Genus;Species;Name;Home_range;Diel_activity;Size_group;Level_water;TempOccurrence_min;TempOccurrence_mean;TempOccurrence_max;Body_size_max;Size_class;Body_shape;Aspect_ratio;Nphoto;Caudal_fin;Mouth_position;Trophic_level;Diet;Spawning;Depth_min;Depth_max;Depth_range;Allometric_a;Allometric_b;Level_length_weight;PLD;PLD_level;Life_span;Geographic_range_index;Range_extension;Lat_Max_South;Lat_Max_North;Province_2;Province_3;Province_4;Province_6;Province_7;Province_10;Province_11;Province_12;Province_13;Province_14;Province_15;Province_16;Province_17;Province_43;Province_44;Province_45;Province_46;Province_47;Province_48;Province_50;Total_OcuProv;AT;EP;IUCN_status;Vulnerability;Price_category
970;actinopterygii;batrachoidiformes;batrachoididae;sanopus;barbatus;Sanopus barbatus;sed;night;sol;bottom;24,37;26,98;29,9;41;s4;depressed;NA;NA;rounded;superior;3,7;im;demersal;0;20;20;NA;NA;;NA;;NA;9;native;11,8;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;ne;48,47;not_targeted
26095;actinopterygii;batrachoidiformes;batrachoididae;sanopus;greenfieldorum;Sanopus greenfieldorum;sed;night;sol;bottom;23,56;26,5;30,36;31;s4;depressed;NA;NA;rounded;superior;3,7;im;demersal;5;30;25;NA;NA;;NA;;NA;1;native;16,43;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;vu;54,09;not_targeted
53939;actinopterygii;batrachoidiformes;batrachoididae;sanopus;johnsoni;Sanopus johnsoni;sed;night;sol;bottom;23,06;26,06;30,1;25,3;s3;depressed;NA;NA;rounded;superior;3,7;im;demersal;2;7;5;NA;NA;;NA;;NA;2;native;21,24;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;dd;54,09;not_targeted
12024;actinopterygii;batrachoidiformes;batrachoididae;sanopus;splendidus;Sanopus splendidus;sed;night;sol;bottom;24,04;26,71;30,31;24;s3;depressed;NA;NA;rounded;superior;3,6;im;demersal;8;25;17;NA;NA;;NA;;NA;2;native;16,43;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;en;34,78;not_targeted
1043;actinopterygii;clupeiformes;clupeidae;sardinella;aurita;Sardinella aurita;vmob;day;largeg;high;19,55;23,14;26,95;30;s3;fusiform;1,59116;1;forked;superior;3,4;pk;pelagic;0;350;350;0,016298104;2,971000068;genus;NA;;8;140;native;-42;42,86;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;10;1;0;lc;36,62;medium
3247;actinopterygii;beryciformes;holocentridae;sargocentron;bullisi;Sargocentron bullisi;sed;night;sol;bottom;22,59;25,66;28,83;13;s2;fusiform;0,849495;1;forked;terminal;3,5;im;pelagic;33;110;77;0,025047756;2,955222469;genus;41;genus;NA;48;native;-24,98;34,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;lc;12,47;medium
3248;actinopterygii;beryciformes;holocentridae;sargocentron;coruscum;Sargocentron coruscum;sed;night;sol;bottom;24,19;26,71;29,39;15;s2;fusiform;NA;NA;forked;terminal;3,6;im;pelagic;1;30;29;0,025047756;2,955222469;genus;36;species;NA;36;native;10,53;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;11,53;medium
9059;actinopterygii;beryciformes;holocentridae;sargocentron;hastatum;Sargocentron hastatum;sed;night;sol;bottom;19,43;22,19;25,52;25;s3;fusiform;2,71463;1;forked;terminal;3,5;im;pelagic;3;200;197;0,025047756;2,955222469;genus;41;genus;NA;25;native;0,19;39,6;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;0;lc;22;medium
3250;actinopterygii;beryciformes;holocentridae;sargocentron;poco;Sargocentron poco;sed;night;sol;bottom;23,36;26,31;29,44;11;s2;fusiform;NA;NA;forked;terminal;3,4;im;pelagic;0;30;30;0,025047756;2,955222469;genus;41;genus;NA;34;native;11,8;32,37;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;10;medium
6625;actinopterygii;beryciformes;holocentridae;sargocentron;rubrum;Sargocentron rubrum;sed;night;sol;bottom;15,67;20,33;26,02;32;s4;fusiform;2,4359;1;forked;terminal;3,6;im;pelagic;1;84;83;0,027516485;2,998401852;species;41;genus;NA;208;lessepsian;32,5;38,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;16,59;medium
13775;actinopterygii;beryciformes;holocentridae;sargocentron;suborbitalis;Sargocentron suborbitalis;sed;night;sol;bottom;24,61;26,24;28,09;25,4;s3;fusiform;NA;NA;forked;terminal;3,4;im;pelagic;1;25;24;0,025047756;2,955222469;species;41;genus;NA;28;native;-1,29;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;lc;NA;not_targeted
3251;actinopterygii;beryciformes;holocentridae;sargocentron;vexillarium;Sargocentron vexillarium;sed;night;sol;bottom;23,48;26,32;29,27;18;s3;fusiform;2,16457;1;forked;terminal;3,6;im;pelagic;0;20;20;0,025047756;2,955222469;genus;36;species;NA;39;native;10,53;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;13,79;medium
204;actinopterygii;perciformes;sparidae;sarpa;salpa;Sarpa salpa;mob;day;medg;low;15,22;19,2;23,96;51;s5;fusiform;2,84516;1;forked;terminal;2;hm;pelagic;5;70;65;0,0219;3,126;species;NA;;15;26;native;-22,9;47,3;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;6;1;0;lc;41,17;medium
2716;actinopterygii;aulopiformes;synodontidae;saurida;brasiliensis;Saurida brasiliensis;sed;day;sol;bottom;21,81;24,96;28,12;25;s3;elongated;1,58273;1;forked;terminal;4,2;fc;pelagic;10;450;440;0,0065743;3,164927539;genus;NA;;NA;52;native;-42;32,7;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;0;7;1;0;lc;18,29;medium
2717;actinopterygii;aulopiformes;synodontidae;saurida;caribbaea;Saurida caribbaea;sed;day;sol;bottom;22,46;25,67;28,67;18;s3;elongated;2,64843;1;forked;superior;4;fc;pelagic;6;460;454;0,0065743;3,164927539;genus;NA;;NA;38;native;-35,3;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;lc;12,93;medium
2718;actinopterygii;aulopiformes;synodontidae;saurida;normani;Saurida normani;sed;day;sol;bottom;23,24;26,35;29,3;45;s4;elongated;2,54076;1;forked;terminal;4,3;fc;pelagic;25;550;525;0,0065743;3,164927539;genus;NA;;NA;34;native;11,8;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;28,68;medium
16512;actinopterygii;aulopiformes;synodontidae;saurida;suspicio;Saurida suspicio;sed;day;sol;bottom;25,19;27,24;29,37;9;s2;elongated;NA;NA;forked;terminal;3,7;fc;pelagic;0;120;120;0,0065743;3,164927539;genus;NA;;NA;24;native;11,8;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;medium
1055;actinopterygii;aulopiformes;synodontidae;saurida;undosquamis;Saurida undosquamis;sed;day;sol;bottom;15,67;20,33;26,02;50;s4;elongated;2,579215;2;forked;superior;4,5;fc;pelagic;1;350;349;0,006291799;3,13409868;species;NA;;7;214;lessepsian;32,5;38,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;39;very high
51647;actinopterygii;perciformes;blenniidae;scartella;caboverdiana;Scartella caboverdiana;sed;day;sol;bottom;22;24;27;6;s1;elongated;NA;NA;rounded;subterminal;2,8;hd;demersal;0;3;3;0,014905494;3,017856658;family;NA;;NA;2;native;15,63;15,63;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;lc;12,01;not_targeted
3770;actinopterygii;perciformes;blenniidae;scartella;cristata;Scartella cristata;sed;day;sol;bottom;21,65;24,77;28,18;12;s2;elongated;0,736957;1;truncated;subterminal;2,5;om;demersal;0;10;10;0,014905494;3,017856658;family;37;family;NA;106;native;-27,6;42,73;0;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;8;1;0;lc;22,52;not_targeted
64883;actinopterygii;perciformes;blenniidae;scartella;itajobi;Scartella itajobi;sed;day;sol;bottom;26;27;28,16;4,7;s1;elongated;NA;NA;truncated;subterminal;2,8;hd;demersal;0;3;3;0,014905494;3,017856658;family;NA;;NA;1;native;-3,87;0,86;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;11,03;not_targeted
22660;actinopterygii;perciformes;blenniidae;scartella;nuchifilis;Scartella nuchifilis;sed;day;sol;bottom;23,9;25;27,2;6,6;s1;elongated;NA;NA;truncated;subterminal;2,7;hd;demersal;0;3;3;0,014905494;3,017856658;family;NA;;NA;1;native;-7,94;-7,94;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;vu;15,01;not_targeted
62083;actinopterygii;perciformes;blenniidae;scartella;poiti;Scartella poiti;sed;day;sol;bottom;23;25;27,8;8,5;s2;elongated;1,53011;1;rounded;subterminal;2,7;hd;demersal;0;1;1;0,014905494;3,017856658;family;NA;;NA;1;native;-20,55;-20,55;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;vu;20,99;not_targeted
22662;actinopterygii;perciformes;blenniidae;scartella;springeri;Scartella springeri;sed;day;sol;bottom;20,1;22,1;25;8,2;s2;elongated;NA;NA;rounded;subterminal;2,7;hd;demersal;0;3;3;0,014905494;3,017856658;family;NA;;NA;1;native;-15,97;-15,97;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;vu;19,69;not_targeted
27049;actinopterygii;perciformes;blenniidae;scartichthys;crapulatus;Scartichthys crapulatus;sed;day;sol;bottom;13,67;15,8;19,21;11,6;s2;elongated;NA;NA;rounded;subterminal;2,7;NA;demersal;1;15;14;0,014905494;3,017856658;family;NA;;NA;6;native;-30;-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;lc;26,05;not_targeted
13554;actinopterygii;perciformes;blenniidae;scartichthys;gigas;Scartichthys gigas;sed;day;sol;bottom;17,44;19,48;22,33;22,2;s3;elongated;0,990134;1;truncated;subterminal;3;om;demersal;1;10;9;0,014905494;3,017856658;family;NA;;NA;15;native;-30;3,79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;lc;37,98;not_targeted
27051;actinopterygii;perciformes;blenniidae;scartichthys;viridis;Scartichthys viridis;sed;day;sol;bottom;13,67;15,8;19,21;19,7;s3;elongated;2,06089;1;rounded;subterminal;2,2;om;demersal;0;10;10;0,014905494;3,017856658;family;NA;;NA;6;native;-30;-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;lc;35,74;not_targeted
1152;actinopterygii;perciformes;scaridae;scarus;coelestinus;Scarus coelestinus;mob;day;smallg;low;24,19;26,71;29,39;77;s5;fusiform;1,0416;1;truncated;terminal;2;hd;pelagic;5;75;70;0,01534093;3,062;species;33;genus;NA;36;native;10,53;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;dd;37,69;high
1153;actinopterygii;perciformes;scaridae;scarus;coeruleus;Scarus coeruleus;mob;day;smallg;low;23,64;26,41;29,28;120;s6;fusiform;0,966914;1;truncated;terminal;2;hd;pelagic;3;40;37;0,01243444;3,111;species;24;species;NA;38;native;10,53;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;41,74;high
13981;actinopterygii;perciformes;scaridae;scarus;compressus;Scarus compressus;mob;day;smallg;bottom;24,46;26,25;28,07;68;s5;fusiform;NA;NA;truncated;terminal;2;hd;pelagic;3;25;22;0,018396276;3,029320796;species;33;genus;NA;27;native;-1,29;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;lc;36,19;high
5548;actinopterygii;perciformes;scaridae;scarus;ghobban;Scarus ghobban;mob;day;smallg;bottom;24,47;26,4;28,59;75;s5;fusiform;1,77477;1;truncated;terminal;2;hd;pelagic;3;36;33;0,016504504;3,041159047;species;33;species;13;288;lessepsian;-1,29;32,9;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;4;1;1;lc;36,1;high
1155;actinopterygii;perciformes;scaridae;scarus;guacamaia;Scarus guacamaia;mob;day;smallg;low;24,3;26,66;29,17;120;s6;fusiform;1,7052;1;truncated;terminal;2;hd;pelagic;1;25;24;0,0122;3,07;species;33;genus;NA;43;native;-22,96;32,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;nt;42,46;high
5018;actinopterygii;perciformes;scaridae;scarus;hoefleri;Scarus hoefleri;mob;day;smallg;low;22;24,67;28,13;60;s5;fusiform;1,38489;1;truncated;terminal;NA;hd;pelagic;0;35;35;0,013346043;3,159957025;genus;33;genus;NA;14;native;0,19;18,85;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;lc;35,65;high
1154;actinopterygii;perciformes;scaridae;scarus;iseri;Scarus iseri;mob;day;smallg;low;23,26;26,19;29,26;35;s4;fusiform;1,31655;1;truncated;terminal;2;hd;pelagic;3;30;27;0,0166;3,02;species;33;species;8;39;native;10,53;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;17,19;high
8392;actinopterygii;perciformes;scaridae;scarus;perrico;Scarus perrico;mob;day;smallg;bottom;22,88;25,01;27,32;76;s5;fusiform;1,50447;1;truncated;terminal;2;hd;pelagic;1;20;19;0,018396276;3,029320796;species;33;genus;NA;32;native;-12;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;4;0;1;lc;37,64;high
5555;actinopterygii;perciformes;scaridae;scarus;rubroviolaceus;Scarus rubroviolaceus;mob;day;smallg;bottom;25,14;26,76;28,58;70;s5;fusiform;1,9416;1;truncated;terminal;2;hd;pelagic;1;36;35;0,0136;3,109;species;33;genus;20;278;native;-1,29;23,79;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;lc;29,54;high
1156;actinopterygii;perciformes;scaridae;scarus;taeniopterus;Scarus taeniopterus;mob;day;smallg;low;23,34;26,24;29,29;35;s4;fusiform;1,05368;1;truncated;terminal;2;hd;pelagic;1;25;24;0,0177;3;species;28;species;NA;39;native;10,53;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;24,71;high
59493;actinopterygii;perciformes;scaridae;scarus;trispinosus;Scarus trispinosus;mob;day;smallg;low;23,07;25,09;27,45;55,6;s5;fusiform;NA;NA;truncated;terminal;2;hd;pelagic;1;45;44;0,018396276;3,029320796;species;33;genus;NA;11;native;-27,6;-0,87;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;3;1;0;en;42,93;high
1157;actinopterygii;perciformes;scaridae;scarus;vetula;Scarus vetula;mob;day;smallg;low;24,54;26,92;29,43;61;s5;fusiform;1,51832;1;truncated;terminal;2;hd;pelagic;1;25;24;0,018396276;3,029320796;species;33;genus;NA;36;native;10,53;32,37;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;27,88;high
59490;actinopterygii;perciformes;scaridae;scarus;zelindae;Scarus zelindae;mob;day;smallg;low;23,61;25,44;27,61;33,2;s4;fusiform;NA;NA;truncated;terminal;2;hd;pelagic;1;60;59;0,013346043;3,159957025;genus;33;genus;NA;11;native;-24,98;-0,87;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;3;1;0;dd;29,68;high
3340;actinopterygii;perciformes;serranidae;schultzea;beta;Schultzea beta;sed;day;smallg;low;23,15;26,18;29,21;10;s2;fusiform;NA;NA;truncated;terminal;3,4;pk;pelagic;21;170;149;0,001417552;3,548062049;family;NA;;NA;35;native;11,8;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;14,21;very high
120;actinopterygii;perciformes;scombridae;scomberomorus;cavalla;Scomberomorus cavalla;vmob;day;smallg;high;22,98;26,09;29,11;184;s6;fusiform;5,81506;1;forked;terminal;4,4;fc;pelagic;5;140;135;0,016173995;2,856130971;genus;12;species;14;39;native;11,8;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;57,83;medium
121;actinopterygii;perciformes;scombridae;scomberomorus;commerson;Scomberomorus commerson;vmob;both;smallg;high;15,67;20,33;26,02;240;s6;fusiform;3,12959;2;forked;terminal;4,5;fc;pelagic;10;70;60;0,016173995;2,856130971;species;10;genus;20;229;lessepsian;32,5;38,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;nt;51,82;very high
126;actinopterygii;perciformes;scombridae;scomberomorus;maculatus;Scomberomorus maculatus;vmob;both;largeg;high;20,73;24,16;27,85;91;s6;fusiform;4,0011;1;forked;terminal;4,5;fc;pelagic;10;35;25;0,006;3,002;species;10;genus;NA;16;native;-30;37,4;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;5;1;1;lc;39,27;medium
134;actinopterygii;perciformes;scombridae;scomberomorus;regalis;Scomberomorus regalis;vmob;day;smallg;high;23,38;26,33;29,19;183;s6;fusiform;4,51504;1;forked;terminal;4,5;fc;pelagic;1;20;19;0,016173995;2,856130971;genus;10;genus;NA;37;native;11,8;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;62,58;high
1348;actinopterygii;pleuronectiformes;scophthalmidae;scophthalmus;maximus;Scophthalmus maximus;mob;both;sol;bottom;12,77;17,34;22,7;100;s6;depressed;1,7716;1;rounded;terminal;4,4;fc;pelagic;20;70;50;0,0044;3,386;species;47;species;25;49;native;32,5;51;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;ne;42,52;very high
14217;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;afuerae;Scorpaena afuerae;sed;night;sol;bottom;21,46;23,29;25,52;35;s4;fusiform;NA;NA;truncated;terminal;3,8;im;pelagic;35;80;45;0,0243641;2,949;genus;26;genus;NA;10;native;-12;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;lc;46,59;low
3934;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;agassizii;Scorpaena agassizii;sed;NA;NA;bottom;21,31;25,35;29,25;20;s3;fusiform;NA;NA;truncated;terminal;3,6;im;pelagic;46;275;229;0,0243641;2,949;genus;NA;;NA;15;native;10,53;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;33,87;low
3935;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;albifimbria;Scorpaena albifimbria;sed;both;sol;bottom;24,46;26,9;29,42;9;s2;fusiform;NA;NA;truncated;terminal;3,4;im;pelagic;1;36;35;0,0243641;2,949;genus;26;genus;NA;30;native;11,8;32,37;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;24,12;low
5019;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;angolensis;Scorpaena angolensis;sed;both;sol;bottom;22;24,67;28,13;25;s3;fusiform;1,3642;1;truncated;terminal;3,7;im;pelagic;20;311;291;0,0243641;2,949;genus;26;genus;NA;14;native;0,19;18,85;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;lc;36,28;low
17252;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;annobonae;Scorpaena annobonae;sed;both;sol;bottom;25;27;28,75;4,4;s1;fusiform;NA;NA;truncated;terminal;3,3;im;pelagic;9;48;39;0,0243641;2,949;genus;26;genus;NA;1;native;0,19;0,19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;dd;15,11;low
17254;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;ascensionis;Scorpaena ascensionis;sed;both;sol;bottom;23,9;25;27,2;3,7;s1;fusiform;NA;NA;truncated;terminal;3,2;im;pelagic;16;27;11;0,0243641;2,949;genus;26;genus;NA;1;native;-7,94;-7,94;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;en;12,93;low
46344;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;azorica;Scorpaena azorica;sed;NA;sol;bottom;15,75;19,75;25;9,8;s2;fusiform;NA;NA;truncated;terminal;3,5;NA;pelagic;NA;NA;NA;0,0243641;2,949;genus;26;genus;NA;30;native;32,9;38,2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;dd;30,21;low
3936;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;bergii;Scorpaena bergii;sed;both;sol;bottom;24,47;27,02;29,49;10;s2;fusiform;NA;NA;truncated;terminal;3,4;im;pelagic;1;75;74;0,0243641;2,949;genus;26;genus;NA;37;native;-5,95;32,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;lc;25,03;low
3937;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;brachyptera;Scorpaena brachyptera;sed;both;sol;bottom;24,78;27,36;29,57;7,5;s2;fusiform;NA;NA;truncated;terminal;3,4;im;pelagic;45;120;75;0,0243641;2,949;genus;26;genus;NA;24;native;10,53;24,71;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;21,79;low
3938;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;brasiliensis;Scorpaena brasiliensis;sed;both;sol;bottom;22,84;25,78;28,8;35;s4;fusiform;1,03634;1;truncated;terminal;3,8;im;pelagic;1;100;99;0,0243641;2,949;genus;26;genus;NA;50;native;-27,6;34,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;lc;46,59;low
17256;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;canariensis;Scorpaena canariensis;sed;both;sol;bottom;16,4;19,39;23;14;s2;fusiform;NA;NA;truncated;terminal;3,5;im;pelagic;NA;NA;NA;0,0243641;2,949;genus;26;genus;NA;11;native;28,39;38,2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;dd;30,22;low
62074;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;cocosensis;Scorpaena cocosensis;sed;night;sol;bottom;23,13;25,22;27,33;6,2;s1;fusiform;NA;NA;truncated;terminal;3,4;im;pelagic;57;91;34;0,0243641;2,949;genus;26;genus;NA;5;native;-0,63;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;ne;22,47;low
3940;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;dispar;Scorpaena dispar;sed;both;sol;bottom;22,47;25,72;29;23;s3;fusiform;NA;NA;truncated;terminal;3,7;im;pelagic;36;118;82;0,0243641;2,949;genus;26;genus;NA;45;native;-24,98;32,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;lc;35,73;low
3941;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;elachys;Scorpaena elachys;sed;both;sol;bottom;24,31;26,96;29,49;6,4;s1;fusiform;NA;NA;truncated;terminal;3,3;im;pelagic;36;90;54;0,0243641;2,949;genus;26;genus;NA;27;native;10,53;30;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;18,43;low
3942;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;grandicornis;Scorpaena grandicornis;sed;both;sol;bottom;23,54;26,25;29,1;30;s3;fusiform;NA;NA;truncated;terminal;3,7;im;pelagic;1;15;14;0,0243641;2,949;genus;26;genus;NA;47;native;-24,98;32,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;lc;40,94;low
3943;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;guttata;Scorpaena guttata;sed;night;sol;bottom;15,47;19,27;23,72;43;s4;fusiform;1,5666;1;truncated;terminal;3,8;im;pelagic;1;183;182;0,0243641;2,949;species;26;genus;21;14;native;24,7;37,4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;dd;56,62;low
8332;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;histrio;Scorpaena histrio;sed;night;sol;bottom;21,66;23,98;26,66;26;s3;fusiform;1,98893;1;truncated;terminal;3,7;im;pelagic;5;157;152;0,0243641;2,949;species;26;genus;NA;40;native;-30;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;4;0;1;lc;36,79;low
3944;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;inermis;Scorpaena inermis;sed;both;sol;bottom;24,22;26,83;29,47;11;s2;fusiform;NA;NA;truncated;terminal;3,7;im;pelagic;1;73;72;0,0243641;2,949;genus;22;species;NA;34;native;10,53;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;32,36;low
3945;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;isthmensis;Scorpaena isthmensis;sed;both;sol;bottom;22,35;25,18;28,11;16;s3;fusiform;NA;NA;truncated;terminal;3,6;im;pelagic;0;110;110;0,0243641;2,949;genus;26;genus;NA;41;native;-27,6;34,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;lc;31,66;low
5026;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;laevis;Scorpaena laevis;sed;both;sol;bottom;19,82;22,48;25,79;35;s4;fusiform;NA;NA;truncated;terminal;3,8;im;pelagic;1;100;99;0,0243641;2,949;genus;26;genus;NA;27;native;0,19;38,2;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;4;1;0;lc;58,74;low
17259;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;loppei;Scorpaena loppei;sed;both;sol;bottom;14,44;18,64;23,56;15;s2;fusiform;NA;NA;rounded;terminal;3,5;im;pelagic;50;200;150;0,0243641;2,949;genus;26;genus;5;52;native;18,85;47,3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;lc;25,52;low
10185;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;maderensis;Scorpaena maderensis;sed;night;sol;bottom;15,45;19,33;24;17,8;s3;fusiform;1,06784;1;rounded;terminal;4,1;im;pelagic;20;40;20;0,0243641;2,949;genus;26;genus;NA;61;native;9,16;51;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5;1;0;lc;35,5;low
17262;actinopterygii;scorpaeniformes;scorpaenidae;scorpaena;mellissii;Scorpaena mellissii;sed;both;sol;bottom;20,1;22,1;25;28,5;s3;fusiform;NA;NA;truncated;terminal;3,8;im;pelagic;10;110;100;0,0243641;2,949;genus;26;genus;NA;1;native;-15,97;-15,97;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;en;50,54;low
